indice_relatorio_analise_de_capacidades;index_codigo_unidade;index_datas;Relatórios de Analise de Capacidade
[C1] Demanda Comercial de Cimento;API;2023-05;378686.62733609736
[C1] Demanda Comercial de Cimento;BDQ;2021-06;68334.08779703325
[C1] Demanda Comercial de Cimento;BDQ;2021-07;75902.85917968817
[C1] Demanda Comercial de Cimento;BDQ;2021-08;77555.44632723936
[C1] Demanda Comercial de Cimento;BDQ;2021-09;77546.46737257499
[C1] Demanda Comercial de Cimento;BDQ;2021-10;79171.98778439606
[C1] Demanda Comercial de Cimento;BDQ;2021-11;80813.87309305434
[C1] Demanda Comercial de Cimento;BDQ;2021-12;90140.99197444801
[C1] Demanda Comercial de Cimento;BDQ;2022-01;92148.49439372256
[C1] Demanda Comercial de Cimento;BDQ;2022-02;87901.85898095074
[C1] Demanda Comercial de Cimento;BDQ;2022-03;104982.89087033419
[C1] Demanda Comercial de Cimento;BDQ;2022-04;98306.49305374779
[C1] Demanda Comercial de Cimento;BDQ;2022-05;114735.33421238807
[C1] Demanda Comercial de Cimento;BDQ;2022-06;114989.86353806133
[C1] Demanda Comercial de Cimento;BDQ;2022-07;122898.56573901635
[C1] Demanda Comercial de Cimento;BDQ;2022-08;136793.52669310727
[C1] Demanda Comercial de Cimento;BDQ;2022-09;131703.48119333558
[C1] Demanda Comercial de Cimento;BDQ;2022-10;134862.4632707684
[C1] Demanda Comercial de Cimento;BDQ;2022-11;138058.66936689554
[C1] Demanda Comercial de Cimento;BDQ;2022-12;157716.0912350436
[C1] Demanda Comercial de Cimento;BDQ;2023-01;165192.06328923765
[C1] Demanda Comercial de Cimento;BDQ;2023-02;144214.40257427248
[C1] Demanda Comercial de Cimento;BDQ;2023-03;188888.2917760988
[C1] Demanda Comercial de Cimento;BDQ;2023-04;170244.7629993519
[C1] Demanda Comercial de Cimento;BDQ;2023-05;199204.39835085344
[C1] Demanda Comercial de Cimento;CAF;2021-06;88747.5250903786
[C1] Demanda Comercial de Cimento;CAF;2021-07;101577.59413334157
[C1] Demanda Comercial de Cimento;CAF;2021-08;106918.25852026277
[C1] Demanda Comercial de Cimento;CAF;2021-09;110098.76775704713
[C1] Demanda Comercial de Cimento;CAF;2021-10;115732.71587517952
[C1] Demanda Comercial de Cimento;CAF;2021-11;121596.24452296665
[C1] Demanda Comercial de Cimento;CAF;2021-12;139570.58191996525
[C1] Demanda Comercial de Cimento;CAF;2022-01;146786.78138509992
[C1] Demanda Comercial de Cimento;CAF;2022-02;144017.70461202768
[C1] Demanda Comercial de Cimento;CAF;2022-03;176868.121933931
[C1] Demanda Comercial de Cimento;CAF;2022-04;170263.92318464312
[C1] Demanda Comercial de Cimento;CAF;2022-05;204242.09888706158
[C1] Demanda Comercial de Cimento;CAF;2022-06;210336.95244135702
[C1] Demanda Comercial de Cimento;CAF;2022-07;230947.39893330145
[C1] Demanda Comercial de Cimento;CAF;2022-08;264025.7805097495
[C1] Demanda Comercial de Cimento;CAF;2022-09;261035.04056655942
[C1] Demanda Comercial de Cimento;CAF;2022-10;274423.67071225354
[C1] Demanda Comercial de Cimento;CAF;2022-11;288358.7540624391
[C1] Demanda Comercial de Cimento;CAF;2022-12;338061.991357104
[C1] Demanda Comercial de Cimento;CAF;2023-01;363307.3076781399
[C1] Demanda Comercial de Cimento;CAF;2023-02;325367.1712335771
[C1] Demanda Comercial de Cimento;CAF;2023-03;437086.66808166855
[C1] Demanda Comercial de Cimento;CAF;2023-04;403973.35058337706
[C1] Demanda Comercial de Cimento;CAF;2023-05;484635.2672485428
[C1] Demanda Comercial de Cimento;CAJ;2021-06;92873.5342078903
[C1] Demanda Comercial de Cimento;CAJ;2021-07;103607.39920095041
[C1] Demanda Comercial de Cimento;CAJ;2021-08;106305.22394781769
[C1] Demanda Comercial de Cimento;CAJ;2021-09;106720.45968235837
[C1] Demanda Comercial de Cimento;CAJ;2021-10;109379.60120853058
[C1] Demanda Comercial de Cimento;CAJ;2021-11;112064.38319607952
[C1] Demanda Comercial de Cimento;CAJ;2021-12;125447.11663212923
[C1] Demanda Comercial de Cimento;CAJ;2022-01;128684.12812559931
[C1] Demanda Comercial de Cimento;CAJ;2022-02;123162.02761118414
[C1] Demanda Comercial de Cimento;CAJ;2022-03;147565.50363539704
[C1] Demanda Comercial de Cimento;CAJ;2022-04;138606.44408921368
[C1] Demanda Comercial de Cimento;CAJ;2022-05;162249.16039843566
[C1] Demanda Comercial de Cimento;CAJ;2022-06;163072.1497981429
[C1] Demanda Comercial de Cimento;CAJ;2022-07;174765.0734874335
[C1] Demanda Comercial de Cimento;CAJ;2022-08;195036.2185519931
[C1] Demanda Comercial de Cimento;CAJ;2022-09;188254.25565110886
[C1] Demanda Comercial de Cimento;CAJ;2022-10;193238.64680842066
[C1] Demanda Comercial de Cimento;CAJ;2022-11;198280.95826459178
[C1] Demanda Comercial de Cimento;CAJ;2022-12;227022.20588382642
[C1] Demanda Comercial de Cimento;CAJ;2023-01;238296.99622598174
[C1] Demanda Comercial de Cimento;CAJ;2023-02;208467.5942938283
[C1] Demanda Comercial de Cimento;CAJ;2023-03;273590.0785905908
[C1] Demanda Comercial de Cimento;CAJ;2023-04;247058.98419631843
[C1] Demanda Comercial de Cimento;CAJ;2023-05;289617.56708311586
[C1] Demanda Comercial de Cimento;CAN;2021-06;12159.64640805278
[C1] Demanda Comercial de Cimento;CAN;2021-07;13657.84893183878
[C1] Demanda Comercial de Cimento;CAN;2021-08;14110.311748509326
[C1] Demanda Comercial de Cimento;CAN;2021-09;14264.218992335489
[C1] Demanda Comercial de Cimento;CAN;2021-10;14722.53919132774
[C1] Demanda Comercial de Cimento;CAN;2021-11;15191.048500443323
[C1] Demanda Comercial de Cimento;CAN;2021-12;17127.03564819126
[C1] Demanda Comercial de Cimento;CAN;2022-01;17696.012115349044
[C1] Demanda Comercial de Cimento;CAN;2022-02;17060.179948763092
[C1] Demanda Comercial de Cimento;CAN;2022-03;20590.90075266079
[C1] Demanda Comercial de Cimento;CAN;2022-04;19484.30549676452
[C1] Demanda Comercial de Cimento;CAN;2022-05;22978.5263278204
[C1] Demanda Comercial de Cimento;CAN;2022-06;23269.380977196564
[C1] Demanda Comercial de Cimento;CAN;2022-07;25127.65850261895
[C1] Demanda Comercial de Cimento;CAN;2022-08;28257.3821541244
[C1] Demanda Comercial de Cimento;CAN;2022-09;27485.749604931174
[C1] Demanda Comercial de Cimento;CAN;2022-10;28433.456162473976
[C1] Demanda Comercial de Cimento;CAN;2022-11;29404.66390877388
[C1] Demanda Comercial de Cimento;CAN;2022-12;33933.578974684955
[C1] Demanda Comercial de Cimento;CAN;2023-01;35903.144833608196
[C1] Demanda Comercial de Cimento;CAN;2023-02;31661.497835074173
[C1] Demanda Comercial de Cimento;CAN;2023-03;41888.857314966386
[C1] Demanda Comercial de Cimento;CAN;2023-04;38135.573401055706
[C1] Demanda Comercial de Cimento;CAN;2023-05;45072.54554664338
[C1] Demanda Comercial de Cimento;CEZ;2021-06;69089.42098938867
[C1] Demanda Comercial de Cimento;CEZ;2021-07;77073.26743021474
[C1] Demanda Comercial de Cimento;CEZ;2021-08;79084.41215298572
[C1] Demanda Comercial de Cimento;CEZ;2021-09;79402.76114975527
[C1] Demanda Comercial de Cimento;CEZ;2021-10;81395.94115332619
[C1] Demanda Comercial de Cimento;CEZ;2021-11;83413.80343516434
[C1] Demanda Comercial de Cimento;CEZ;2021-12;93402.58569421353
[C1] Demanda Comercial de Cimento;CEZ;2022-01;95845.93573077793
[C1] Demanda Comercial de Cimento;CEZ;2022-02;91769.27556008569
[C1] Demanda Comercial de Cimento;CEZ;2022-03;110001.09558530783
[C1] Demanda Comercial de Cimento;CEZ;2022-04;103372.71792147575
[C1] Demanda Comercial de Cimento;CEZ;2022-05;121068.93524754698
[C1] Demanda Comercial de Cimento;CEZ;2022-06;121751.41100755821
[C1] Demanda Comercial de Cimento;CEZ;2022-07;130559.29631382173
[C1] Demanda Comercial de Cimento;CEZ;2022-08;145794.53201864898
[C1] Demanda Comercial de Cimento;CEZ;2022-09;140817.4025207583
[C1] Demanda Comercial de Cimento;CEZ;2022-10;144644.7711615614
[C1] Demanda Comercial de Cimento;CEZ;2022-11;148524.33028495844
[C1] Demanda Comercial de Cimento;CEZ;2022-12;170177.59336962103
[C1] Demanda Comercial de Cimento;CEZ;2023-01;178763.4261991876
[C1] Demanda Comercial de Cimento;CEZ;2023-02;156506.50257110974
[C1] Demanda Comercial de Cimento;CEZ;2023-03;205558.12688416996
[C1] Demanda Comercial de Cimento;CEZ;2023-04;185772.4420171944
[C1] Demanda Comercial de Cimento;CEZ;2023-05;217949.9963558515
[C1] Demanda Comercial de Cimento;IJA;2021-06;166873.04144223544
[C1] Demanda Comercial de Cimento;IJA;2021-07;184678.75860330847
[C1] Demanda Comercial de Cimento;IJA;2021-08;187977.4731637958
[C1] Demanda Comercial de Cimento;IJA;2021-09;187205.13281284782
[C1] Demanda Comercial de Cimento;IJA;2021-10;190335.53779840522
[C1] Demanda Comercial de Cimento;IJA;2021-11;193446.12658887057
[C1] Demanda Comercial de Cimento;IJA;2021-12;214811.82697973173
[C1] Demanda Comercial de Cimento;IJA;2022-01;218587.10307942957
[C1] Demanda Comercial de Cimento;IJA;2022-02;207527.75286465947
[C1] Demanda Comercial de Cimento;IJA;2022-03;246650.8094427605
[C1] Demanda Comercial de Cimento;IJA;2022-04;229815.22525667778
[C1] Demanda Comercial de Cimento;IJA;2022-05;266855.1675659031
[C1] Demanda Comercial de Cimento;IJA;2022-06;266055.12367641105
[C1] Demanda Comercial de Cimento;IJA;2022-07;282843.8941263049
[C1] Demanda Comercial de Cimento;IJA;2022-08;313119.5600288283
[C1] Demanda Comercial de Cimento;IJA;2022-09;299809.71122343733
[C1] Demanda Comercial de Cimento;IJA;2022-10;305284.5324672087
[C1] Demanda Comercial de Cimento;IJA;2022-11;310746.64659092255
[C1] Demanda Comercial de Cimento;IJA;2022-12;352950.54921225755
[C1] Demanda Comercial de Cimento;IJA;2023-01;367527.9409448717
[C1] Demanda Comercial de Cimento;IJA;2023-02;318965.3709630032
[C1] Demanda Comercial de Cimento;IJA;2023-03;415284.9068893121
[C1] Demanda Comercial de Cimento;IJA;2023-04;372045.1258263267
[C1] Demanda Comercial de Cimento;IJA;2023-05;432691.2094366718
[C1] Demanda Comercial de Cimento;SMC;2021-06;25843.353679879074
[C1] Demanda Comercial de Cimento;SMC;2021-07;29469.355988388623
[C1] Demanda Comercial de Cimento;SMC;2021-08;30907.062172756097
[C1] Demanda Comercial de Cimento;SMC;2021-09;31715.57996590839
[C1] Demanda Comercial de Cimento;SMC;2021-10;33226.16134207892
[C1] Demanda Comercial de Cimento;SMC;2021-11;34795.717359091825
[C1] Demanda Comercial de Cimento;SMC;2021-12;39813.21686605619
[C1] Demanda Comercial de Cimento;SMC;2022-01;41743.86201620249
[C1] Demanda Comercial de Cimento;SMC;2022-02;40835.405458526024
[C1] Demanda Comercial de Cimento;SMC;2022-03;50006.60619686674
[C1] Demanda Comercial de Cimento;SMC;2022-04;48006.20349518297
[C1] Demanda Comercial de Cimento;SMC;2022-05;57432.217377932815
[C1] Demanda Comercial de Cimento;SMC;2022-06;58992.775177889554
[C1] Demanda Comercial de Cimento;SMC;2022-07;64610.82550983799
[C1] Demanda Comercial de Cimento;SMC;2022-08;73685.5432556448
[C1] Demanda Comercial de Cimento;SMC;2022-09;72679.52221014284
[C1] Demanda Comercial de Cimento;SMC;2022-10;76233.26272137117
[C1] Demanda Comercial de Cimento;SMC;2022-11;79927.64455013379
[C1] Demanda Comercial de Cimento;SMC;2022-12;93504.24168593803
[C1] Demanda Comercial de Cimento;SMC;2023-01;100278.83838337386
[C1] Demanda Comercial de Cimento;SMC;2023-02;89626.65095405868
[C1] Demanda Comercial de Cimento;SMC;2023-03;120167.31910763173
[C1] Demanda Comercial de Cimento;SMC;2023-04;110854.43056155436
[C1] Demanda Comercial de Cimento;SMC;2023-05;132746.20608087204
[C1] Demanda Comercial de Cimento;NSR;2021-06;44509.548650007586
[C1] Demanda Comercial de Cimento;NSR;2021-07;49583.46852359404
[C1] Demanda Comercial de Cimento;NSR;2021-08;50802.56420770635
[C1] Demanda Comercial de Cimento;NSR;2021-09;50928.826213969915
[C1] Demanda Comercial de Cimento;NSR;2021-10;52123.959698861436
[C1] Demanda Comercial de Cimento;NSR;2021-11;53327.83565489484
[C1] Demanda Comercial de Cimento;NSR;2021-12;59611.84934363834
[C1] Demanda Comercial de Cimento;NSR;2022-01;61063.654151066665
[C1] Demanda Comercial de Cimento;NSR;2022-02;58360.75809381441
[C1] Demanda Comercial de Cimento;NSR;2022-03;69825.76159583408
[C1] Demanda Comercial de Cimento;NSR;2022-04;65493.998832806836
[C1] Demanda Comercial de Cimento;NSR;2022-05;76557.60687244499
[C1] Demanda Comercial de Cimento;NSR;2022-06;76837.65389181479
[C1] Demanda Comercial de Cimento;NSR;2022-07;82231.45914234371
[C1] Demanda Comercial de Cimento;NSR;2022-08;91640.69152196945
[C1] Demanda Comercial de Cimento;NSR;2022-09;88330.02382291385
[C1] Demanda Comercial de Cimento;NSR;2022-10;90541.71926521754
[C1] Demanda Comercial de Cimento;NSR;2022-11;92774.31116892931
[C1] Demanda Comercial de Cimento;NSR;2022-12;106073.73153457747
[C1] Demanda Comercial de Cimento;NSR;2023-01;111186.40063526129
[C1] Demanda Comercial de Cimento;NSR;2023-02;97132.83958915938
[C1] Demanda Comercial de Cimento;NSR;2023-03;127298.45826873677
[C1] Demanda Comercial de Cimento;NSR;2023-04;114794.10039969496
[C1] Demanda Comercial de Cimento;NSR;2023-05;134381.90309914603
[C1] Demanda Comercial de Cimento;SPA;2021-06;28054.654458486213
[C1] Demanda Comercial de Cimento;SPA;2021-07;30843.71027642919
[C1] Demanda Comercial de Cimento;SPA;2021-08;31184.895075801862
[C1] Demanda Comercial de Cimento;SPA;2021-09;30846.28312949087
[C1] Demanda Comercial de Cimento;SPA;2021-10;31146.504434165363
[C1] Demanda Comercial de Cimento;SPA;2021-11;31434.857765263056
[C1] Demanda Comercial de Cimento;SPA;2021-12;34660.06373787356
[C1] Demanda Comercial de Cimento;SPA;2022-01;35016.52892094171
[C1] Demanda Comercial de Cimento;SPA;2022-02;33003.48899739122
[C1] Demanda Comercial de Cimento;SPA;2022-03;38936.69738770118
[C1] Demanda Comercial de Cimento;SPA;2022-04;36008.59182916709
[C1] Demanda Comercial de Cimento;SPA;2022-05;41496.525255008055
[C1] Demanda Comercial de Cimento;SPA;2022-06;41055.81434799769
[C1] Demanda Comercial de Cimento;SPA;2022-07;43308.69733278794
[C1] Demanda Comercial de Cimento;SPA;2022-08;47568.815756798635
[C1] Demanda Comercial de Cimento;SPA;2022-09;45185.64423650118
[C1] Demanda Comercial de Cimento;SPA;2022-10;45641.64885094304
[C1] Demanda Comercial de Cimento;SPA;2022-11;46081.238492273274
[C1] Demanda Comercial de Cimento;SPA;2022-12;51910.17702468454
[C1] Demanda Comercial de Cimento;SPA;2023-01;53605.5991156621
[C1] Demanda Comercial de Cimento;SPA;2023-02;46132.29951210582
[C1] Demanda Comercial de Cimento;SPA;2023-03;59553.95394214799
[C1] Demanda Comercial de Cimento;SPA;2023-04;52896.21456227034
[C1] Demanda Comercial de Cimento;SPA;2023-05;60986.50832185329
[D1] Capacidade Total Moinhos;API;2021-06;124103.0
[D1] Capacidade Total Moinhos;API;2021-07;129292.0
[D1] Capacidade Total Moinhos;API;2021-08;132252.0
[D1] Capacidade Total Moinhos;API;2021-09;129220.0
[D1] Capacidade Total Moinhos;API;2021-10;133752.0
[D1] Capacidade Total Moinhos;API;2021-11;129214.0
[D1] Capacidade Total Moinhos;API;2021-12;111077.0
[D1] Capacidade Total Moinhos;API;2022-01;134118.0
[D1] Capacidade Total Moinhos;API;2022-02;121621.0
[D1] Capacidade Total Moinhos;API;2022-03;108918.0
[D1] Capacidade Total Moinhos;API;2022-04;130693.0
[D1] Capacidade Total Moinhos;API;2022-05;91222.0
[D1] Capacidade Total Moinhos;API;2022-06;137961.0
[D1] Capacidade Total Moinhos;API;2022-07;142756.0
[D1] Capacidade Total Moinhos;API;2022-08;142754.0
[D1] Capacidade Total Moinhos;API;2022-09;137956.0
[D1] Capacidade Total Moinhos;API;2022-10;142750.0
[D1] Capacidade Total Moinhos;API;2022-11;137952.0
[D1] Capacidade Total Moinhos;API;2022-12;0.0
[D1] Capacidade Total Moinhos;API;2023-01;0.0
[D1] Capacidade Total Moinhos;API;2023-02;0.0
[D1] Capacidade Total Moinhos;API;2023-03;0.0
[D1] Capacidade Total Moinhos;API;2023-04;0.0
[D1] Capacidade Total Moinhos;API;2023-05;0.0
[D1] Capacidade Total Moinhos;BDQ;2021-06;63349.0
[D1] Capacidade Total Moinhos;BDQ;2021-07;68517.0
[D1] Capacidade Total Moinhos;BDQ;2021-08;68530.0
[D1] Capacidade Total Moinhos;BDQ;2021-09;67620.0
[D1] Capacidade Total Moinhos;BDQ;2021-10;71995.0
[D1] Capacidade Total Moinhos;BDQ;2021-11;69619.0
[D1] Capacidade Total Moinhos;BDQ;2021-12;72019.0
[D1] Capacidade Total Moinhos;BDQ;2022-01;72431.0
[D1] Capacidade Total Moinhos;BDQ;2022-02;43007.0
[D1] Capacidade Total Moinhos;BDQ;2022-03;71440.0
[D1] Capacidade Total Moinhos;BDQ;2022-04;69076.0
[D1] Capacidade Total Moinhos;BDQ;2022-05;71451.0
[D1] Capacidade Total Moinhos;BDQ;2022-06;69085.0
[D1] Capacidade Total Moinhos;BDQ;2022-07;71460.0
[D1] Capacidade Total Moinhos;BDQ;2022-08;72466.0
[D1] Capacidade Total Moinhos;BDQ;2022-09;70099.0
[D1] Capacidade Total Moinhos;BDQ;2022-10;67733.0
[D1] Capacidade Total Moinhos;BDQ;2022-11;70107.0
[D1] Capacidade Total Moinhos;BDQ;2022-12;0.0
[D1] Capacidade Total Moinhos;BDQ;2023-01;0.0
[D1] Capacidade Total Moinhos;BDQ;2023-02;0.0
[D1] Capacidade Total Moinhos;BDQ;2023-03;0.0
[D1] Capacidade Total Moinhos;BDQ;2023-04;0.0
[D1] Capacidade Total Moinhos;BDQ;2023-05;0.0
[D1] Capacidade Total Moinhos;CAF;2021-06;85479.0
[D1] Capacidade Total Moinhos;CAF;2021-07;93292.0
[D1] Capacidade Total Moinhos;CAF;2021-08;104133.0
[D1] Capacidade Total Moinhos;CAF;2021-09;100640.0
[D1] Capacidade Total Moinhos;CAF;2021-10;104213.0
[D1] Capacidade Total Moinhos;CAF;2021-11;100649.0
[D1] Capacidade Total Moinhos;CAF;2021-12;107155.0
[D1] Capacidade Total Moinhos;CAF;2022-01;104699.0
[D1] Capacidade Total Moinhos;CAF;2022-02;94437.0
[D1] Capacidade Total Moinhos;CAF;2022-03;101903.0
[D1] Capacidade Total Moinhos;CAF;2022-04;101139.0
[D1] Capacidade Total Moinhos;CAF;2022-05;104949.0
[D1] Capacidade Total Moinhos;CAF;2022-06;91709.0
[D1] Capacidade Total Moinhos;CAF;2022-07;104729.0
[D1] Capacidade Total Moinhos;CAF;2022-08;96096.0
[D1] Capacidade Total Moinhos;CAF;2022-09;93045.0
[D1] Capacidade Total Moinhos;CAF;2022-10;103275.0
[D1] Capacidade Total Moinhos;CAF;2022-11;99412.0
[D1] Capacidade Total Moinhos;CAF;2022-12;0.0
[D1] Capacidade Total Moinhos;CAF;2023-01;0.0
[D1] Capacidade Total Moinhos;CAF;2023-02;0.0
[D1] Capacidade Total Moinhos;CAF;2023-03;0.0
[D1] Capacidade Total Moinhos;CAF;2023-04;0.0
[D1] Capacidade Total Moinhos;CAF;2023-05;0.0
[D1] Capacidade Total Moinhos;CAJ;2021-06;86010.0
[D1] Capacidade Total Moinhos;CAJ;2021-07;104661.0
[D1] Capacidade Total Moinhos;CAJ;2021-08;104653.0
[D1] Capacidade Total Moinhos;CAJ;2021-09;101037.0
[D1] Capacidade Total Moinhos;CAJ;2021-10;94915.0
[D1] Capacidade Total Moinhos;CAJ;2021-11;92721.0
[D1] Capacidade Total Moinhos;CAJ;2021-12;95330.0
[D1] Capacidade Total Moinhos;CAJ;2022-01;94206.0
[D1] Capacidade Total Moinhos;CAJ;2022-02;84992.0
[D1] Capacidade Total Moinhos;CAJ;2022-03;94247.0
[D1] Capacidade Total Moinhos;CAJ;2022-04;90988.0
[D1] Capacidade Total Moinhos;CAJ;2022-05;93985.0
[D1] Capacidade Total Moinhos;CAJ;2022-06;82917.0
[D1] Capacidade Total Moinhos;CAJ;2022-07;95389.0
[D1] Capacidade Total Moinhos;CAJ;2022-08;94998.0
[D1] Capacidade Total Moinhos;CAJ;2022-09;91947.0
[D1] Capacidade Total Moinhos;CAJ;2022-10;95366.0
[D1] Capacidade Total Moinhos;CAJ;2022-11;91932.0
[D1] Capacidade Total Moinhos;CAJ;2022-12;0.0
[D1] Capacidade Total Moinhos;CAJ;2023-01;0.0
[D1] Capacidade Total Moinhos;CAJ;2023-02;0.0
[D1] Capacidade Total Moinhos;CAJ;2023-03;0.0
[D1] Capacidade Total Moinhos;CAJ;2023-04;0.0
[D1] Capacidade Total Moinhos;CAJ;2023-05;0.0
[D1] Capacidade Total Moinhos;CAN;2021-06;15792.0
[D1] Capacidade Total Moinhos;CAN;2021-07;16619.0
[D1] Capacidade Total Moinhos;CAN;2021-08;16608.0
[D1] Capacidade Total Moinhos;CAN;2021-09;15760.0
[D1] Capacidade Total Moinhos;CAN;2021-10;16677.0
[D1] Capacidade Total Moinhos;CAN;2021-11;15948.0
[D1] Capacidade Total Moinhos;CAN;2021-12;16264.0
[D1] Capacidade Total Moinhos;CAN;2022-01;18283.0
[D1] Capacidade Total Moinhos;CAN;2022-02;15523.0
[D1] Capacidade Total Moinhos;CAN;2022-03;13446.0
[D1] Capacidade Total Moinhos;CAN;2022-04;17321.0
[D1] Capacidade Total Moinhos;CAN;2022-05;17879.0
[D1] Capacidade Total Moinhos;CAN;2022-06;17185.0
[D1] Capacidade Total Moinhos;CAN;2022-07;17938.0
[D1] Capacidade Total Moinhos;CAN;2022-08;14270.0
[D1] Capacidade Total Moinhos;CAN;2022-09;16904.0
[D1] Capacidade Total Moinhos;CAN;2022-10;17879.0
[D1] Capacidade Total Moinhos;CAN;2022-11;17090.0
[D1] Capacidade Total Moinhos;CAN;2022-12;0.0
[D1] Capacidade Total Moinhos;CAN;2023-01;0.0
[D1] Capacidade Total Moinhos;CAN;2023-02;0.0
[D1] Capacidade Total Moinhos;CAN;2023-03;0.0
[D1] Capacidade Total Moinhos;CAN;2023-04;0.0
[D1] Capacidade Total Moinhos;CAN;2023-05;0.0
[D1] Capacidade Total Moinhos;CEZ;2021-06;101115.0
[D1] Capacidade Total Moinhos;CEZ;2021-07;105016.0
[D1] Capacidade Total Moinhos;CEZ;2021-08;95724.0
[D1] Capacidade Total Moinhos;CEZ;2021-09;93327.0
[D1] Capacidade Total Moinhos;CEZ;2021-10;95229.0
[D1] Capacidade Total Moinhos;CEZ;2021-11;92055.0
[D1] Capacidade Total Moinhos;CEZ;2021-12;95290.0
[D1] Capacidade Total Moinhos;CEZ;2022-01;92585.0
[D1] Capacidade Total Moinhos;CEZ;2022-02;66254.0
[D1] Capacidade Total Moinhos;CEZ;2022-03;75482.0
[D1] Capacidade Total Moinhos;CEZ;2022-04;91683.0
[D1] Capacidade Total Moinhos;CEZ;2022-05;94291.0
[D1] Capacidade Total Moinhos;CEZ;2022-06;89675.0
[D1] Capacidade Total Moinhos;CEZ;2022-07;93478.0
[D1] Capacidade Total Moinhos;CEZ;2022-08;93496.0
[D1] Capacidade Total Moinhos;CEZ;2022-09;90663.0
[D1] Capacidade Total Moinhos;CEZ;2022-10;94232.0
[D1] Capacidade Total Moinhos;CEZ;2022-11;90796.0
[D1] Capacidade Total Moinhos;CEZ;2022-12;0.0
[D1] Capacidade Total Moinhos;CEZ;2023-01;0.0
[D1] Capacidade Total Moinhos;CEZ;2023-02;0.0
[D1] Capacidade Total Moinhos;CEZ;2023-03;0.0
[D1] Capacidade Total Moinhos;CEZ;2023-04;0.0
[D1] Capacidade Total Moinhos;CEZ;2023-05;0.0
[D1] Capacidade Total Moinhos;IJA;2021-06;188616.0
[D1] Capacidade Total Moinhos;IJA;2021-07;192098.0
[D1] Capacidade Total Moinhos;IJA;2021-08;198435.0
[D1] Capacidade Total Moinhos;IJA;2021-09;191471.0
[D1] Capacidade Total Moinhos;IJA;2021-10;198899.0
[D1] Capacidade Total Moinhos;IJA;2021-11;191431.0
[D1] Capacidade Total Moinhos;IJA;2021-12;176932.0
[D1] Capacidade Total Moinhos;IJA;2022-01;166497.0
[D1] Capacidade Total Moinhos;IJA;2022-02;176050.0
[D1] Capacidade Total Moinhos;IJA;2022-03;172051.0
[D1] Capacidade Total Moinhos;IJA;2022-04;187193.0
[D1] Capacidade Total Moinhos;IJA;2022-05;178766.0
[D1] Capacidade Total Moinhos;IJA;2022-06;197430.0
[D1] Capacidade Total Moinhos;IJA;2022-07;204207.0
[D1] Capacidade Total Moinhos;IJA;2022-08;204214.0
[D1] Capacidade Total Moinhos;IJA;2022-09;197451.0
[D1] Capacidade Total Moinhos;IJA;2022-10;204227.0
[D1] Capacidade Total Moinhos;IJA;2022-11;178328.0
[D1] Capacidade Total Moinhos;IJA;2022-12;0.0
[D1] Capacidade Total Moinhos;IJA;2023-01;0.0
[D1] Capacidade Total Moinhos;IJA;2023-02;0.0
[D1] Capacidade Total Moinhos;IJA;2023-03;0.0
[D1] Capacidade Total Moinhos;IJA;2023-04;0.0
[D1] Capacidade Total Moinhos;IJA;2023-05;0.0
[D1] Capacidade Total Moinhos;SMC;2021-06;66623.0
[D1] Capacidade Total Moinhos;SMC;2021-07;68823.0
[D1] Capacidade Total Moinhos;SMC;2021-08;69168.0
[D1] Capacidade Total Moinhos;SMC;2021-09;66358.0
[D1] Capacidade Total Moinhos;SMC;2021-10;69263.0
[D1] Capacidade Total Moinhos;SMC;2021-11;68739.0
[D1] Capacidade Total Moinhos;SMC;2021-12;71623.0
[D1] Capacidade Total Moinhos;SMC;2022-01;72645.0
[D1] Capacidade Total Moinhos;SMC;2022-02;56628.0
[D1] Capacidade Total Moinhos;SMC;2022-03;72536.0
[D1] Capacidade Total Moinhos;SMC;2022-04;70182.0
[D1] Capacidade Total Moinhos;SMC;2022-05;72492.0
[D1] Capacidade Total Moinhos;SMC;2022-06;61681.0
[D1] Capacidade Total Moinhos;SMC;2022-07;72787.0
[D1] Capacidade Total Moinhos;SMC;2022-08;72309.0
[D1] Capacidade Total Moinhos;SMC;2022-09;70039.0
[D1] Capacidade Total Moinhos;SMC;2022-10;72851.0
[D1] Capacidade Total Moinhos;SMC;2022-11;70079.0
[D1] Capacidade Total Moinhos;SMC;2022-12;0.0
[D1] Capacidade Total Moinhos;SMC;2023-01;0.0
[D1] Capacidade Total Moinhos;SMC;2023-02;0.0
[D1] Capacidade Total Moinhos;SMC;2023-03;0.0
[D1] Capacidade Total Moinhos;SMC;2023-04;0.0
[D1] Capacidade Total Moinhos;SMC;2023-05;0.0
[D1] Capacidade Total Moinhos;NSR;2021-06;51164.0
[D1] Capacidade Total Moinhos;NSR;2021-07;53105.0
[D1] Capacidade Total Moinhos;NSR;2021-08;54619.0
[D1] Capacidade Total Moinhos;NSR;2021-09;54859.0
[D1] Capacidade Total Moinhos;NSR;2021-10;54295.0
[D1] Capacidade Total Moinhos;NSR;2021-11;49924.0
[D1] Capacidade Total Moinhos;NSR;2021-12;51059.0
[D1] Capacidade Total Moinhos;NSR;2022-01;60991.0
[D1] Capacidade Total Moinhos;NSR;2022-02;45205.0
[D1] Capacidade Total Moinhos;NSR;2022-03;58845.0
[D1] Capacidade Total Moinhos;NSR;2022-04;57349.0
